111554.52,-25.09,36.7434938,127.1151199,R
111554.52,-25.09,36.7434938,127.1151199,R
111554.59,-25.09,36.7434938,127.1151199,R
111554.59,-25.09,36.7434938,127.1151199,R
111554.71,-25.12,36.7434938,127.1151199,R
111554.71,-25.12,36.7434938,127.1151199,R
111554.77,-25.13,36.7434938,127.1151199,R
111554.77,-25.13,36.7434938,127.1151199,R
111554.84,-25.13,36.7434938,127.1151199,R
111554.84,-25.13,36.7434938,127.1151199,R
111554.90,-25.13,36.7434938,127.1151199,R
111554.90,-25.13,36.7434938,127.1151199,R
111554.96,-25.13,36.7434938,127.1151199,R
111554.96,-25.13,36.7434938,127.1151199,R
111554.96,-25.13,36.7434938,127.1151199,R
111555.02,-25.13,36.7434938,127.1151199,R
111555.09,-25.13,36.7434938,127.1151199,R
111555.09,-25.13,36.7434938,127.1151199,R
111555.09,-25.13,36.7434938,127.1151199,R
111555.15,-25.14,36.7434938,127.1151199,R
111555.21,-25.14,36.7434938,127.1151199,R
111555.21,-25.14,36.7434938,127.1151199,R
111555.27,-25.15,36.7434938,127.1151199,R
111555.27,-25.15,36.7434938,127.1151199,R
111555.34,-25.17,36.7434938,127.1151199,R
111555.40,-25.17,36.7434938,127.1151199,R
111555.40,-25.17,36.7434938,127.1151199,R
111555.40,-25.17,36.7434938,127.1151199,R
111555.46,-25.09,36.7434938,127.1151199,R
111555.46,-25.09,36.7434938,127.1151199,R
111555.52,-25.11,36.7434938,127.1151199,R
111555.52,-25.11,36.7434938,127.1151199,R
111555.59,-25.12,36.7434938,127.1151199,R
111555.59,-25.12,36.7434938,127.1151199,R
111555.65,-25.13,36.7434938,127.1151199,R
111555.65,-25.13,36.7434938,127.1151199,R
111555.71,-25.13,36.7434938,127.1151199,R
111555.71,-25.13,36.7434938,127.1151199,R
111555.77,-25.12,36.7434938,127.1151199,R
111555.77,-25.12,36.7434938,127.1151199,R
111555.84,-25.13,36.7434938,127.1151199,R
111555.84,-25.13,36.7434938,127.1151199,R
111555.96,-25.13,36.7434938,127.1151199,R
111555.96,-25.13,36.7434938,127.1151199,R
111556.02,-25.13,36.7434938,127.1151199,R
111556.02,-25.13,36.7434938,127.1151199,R
111556.09,-25.14,36.7434938,127.1151199,R
111556.09,-25.15,36.7434938,127.1151199,R
